Year Published,Unit Code,Unit Name,Item,,2023-2024,2022-2023,2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2011 Target,2013 Target
FY2024,1B1-KV-KV5-XXX,"Earth, Society, Environ, Sch",9600,Middle 40% Faculty,,47,45,42,52,49,30,43,44,43,,
FY2024,1B1-KV-KV5-XXX,"Earth, Society, Environ, Sch",9620,Next 20% Faculty,,12,14,13,7,14,9,20,17,15,,
FY2024,1B1-KV-KV5-XXX,"Earth, Society, Environ, Sch",9640,Bottom 10% Faculty,,8,9,12,2,2,5,2,7,6,,
FY2024,1B1-KV-KV5-XXX,"Earth, Society, Environ, Sch",9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV5-XXX,"Earth, Society, Environ, Sch",9680,Top 10% TA,,11,4,3,28,24,15,23,19,20,,
FY2024,1B1-KV-KV5-XXX,"Earth, Society, Environ, Sch",9700,Next 20% TA,,26,25,20,25,30,35,31,31,25,,
FY2024,1B1-KV-KV5-XXX,"Earth, Society, Environ, Sch",9720,Middle 40% TA,,45,43,33,33,34,29,31,28,33,,
FY2024,1B1-KV-KV5-XXX,"Earth, Society, Environ, Sch",9740,Next 20% TA,,5,18,27,14,10,14,7,18,16,,
FY2024,1B1-KV-KV5-XXX,"Earth, Society, Environ, Sch",9760,Bottom 10% TA,,13,10,17,0,3,8,8,3,6,,
FY2024,1B1-KV-KV5-XXX,"Earth, Society, Environ, Sch",9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KV-KV6-345,European Union Center,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KV-KV6-345,European Union Center,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KV-KV6-345,European Union Center,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV6-345,European Union Center,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV6-345,European Union Center,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV6-345,European Union Center,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV6-345,European Union Center,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV6-345,European Union Center,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV6-345,European Union Center,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV6-345,European Union Center,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV6-345,European Union Center,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV6-345,European Union Center,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV6-345,European Union Center,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV6-345,European Union Center,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV6-345,European Union Center,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KV-KV6-407,Lemann Center,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KV-KV6-407,Lemann Center,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KV-KV6-407,Lemann Center,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV6-407,Lemann Center,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV6-407,Lemann Center,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV6-407,Lemann Center,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV6-407,Lemann Center,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV6-407,Lemann Center,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV6-407,Lemann Center,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV6-407,Lemann Center,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV6-407,Lemann Center,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV6-407,Lemann Center,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV6-407,Lemann Center,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV6-407,Lemann Center,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV6-407,Lemann Center,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KV-KV6-411,ACDIS,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KV-KV6-411,ACDIS,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KV-KV6-411,ACDIS,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV6-411,ACDIS,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV6-411,ACDIS,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV6-411,ACDIS,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV6-411,ACDIS,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV6-411,ACDIS,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KV-KV6-411,ACDIS,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV6-411,ACDIS,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV6-411,ACDIS,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV6-411,ACDIS,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV6-411,ACDIS,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV6-411,ACDIS,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KV-KV6-411,ACDIS,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KV-KV6-461,"African Studies, Center for",9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KV-KV6-461,"African Studies, Center for",9520,% Sections using ICES,,,,100,,,50,,16.7,33.3,,
FY2024,1B1-KV-KV6-461,"African Studies, Center for",9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KV-KV6-461,"African Studies, Center for",9560,Top 10% Faculty,,100,,0,,,0,,0,0,,
