Year Published,Unit Code,Unit Name,Item,,2023-2024,2022-2023,2021-2022,2020-2021,2019-2020,2018-2019,2017-2018,2016-2017,2015-2016,2014-2015,2011 Target,2013 Target
FY2024,1B1-KP-KP0-661,Engineering IT Shared Svcs,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KP-KP0-661,Engineering IT Shared Svcs,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KP-KP0-661,Engineering IT Shared Svcs,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KP-KP0-661,Engineering IT Shared Svcs,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KP-KP0-697,Engineering Honors,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KP-KP0-697,Engineering Honors,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KP-KP0-697,Engineering Honors,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KP-KP0-697,Engineering Honors,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KP-KP0-697,Engineering Honors,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KP-KP0-697,Engineering Honors,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KP-KP0-697,Engineering Honors,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KP-KP0-697,Engineering Honors,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KP-KP0-697,Engineering Honors,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KP-KP0-697,Engineering Honors,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KP-KP0-697,Engineering Honors,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KP-KP0-697,Engineering Honors,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KP-KP0-697,Engineering Honors,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KP-KP0-697,Engineering Honors,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KP-KP0-697,Engineering Honors,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KP-KP0-727,Information Trust Institute,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KP-KP0-727,Information Trust Institute,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KP-KP0-727,Information Trust Institute,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KP-KP0-727,Information Trust Institute,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KP-KP0-727,Information Trust Institute,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KP-KP0-727,Information Trust Institute,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KP-KP0-727,Information Trust Institute,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KP-KP0-727,Information Trust Institute,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KP-KP0-727,Information Trust Institute,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KP-KP0-727,Information Trust Institute,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KP-KP0-727,Information Trust Institute,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KP-KP0-727,Information Trust Institute,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KP-KP0-727,Information Trust Institute,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KP-KP0-727,Information Trust Institute,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KP-KP0-727,Information Trust Institute,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KP-KP0-855,Technology Entrepreneur Center,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KP-KP0-855,Technology Entrepreneur Center,9520,% Sections using ICES,,65.6,58.2,50,12.5,18.6,32.9,150,118.2,200,,
FY2024,1B1-KP-KP0-855,Technology Entrepreneur Center,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KP-KP0-855,Technology Entrepreneur Center,9560,Top 10% Faculty,,0,5,10,13,58,26,12,4,5,,
FY2024,1B1-KP-KP0-855,Technology Entrepreneur Center,9580,Next 20% Faculty,,24,23,15,25,25,39,16,19,10,,
FY2024,1B1-KP-KP0-855,Technology Entrepreneur Center,9600,Middle 40% Faculty,,56,46,54,50,8,22,52,46,62,,
FY2024,1B1-KP-KP0-855,Technology Entrepreneur Center,9620,Next 20% Faculty,,15,15,15,13,8,13,20,19,24,,
FY2024,1B1-KP-KP0-855,Technology Entrepreneur Center,9640,Bottom 10% Faculty,,5,10,5,0,0,0,0,12,0,,
FY2024,1B1-KP-KP0-855,Technology Entrepreneur Center,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KP-KP0-855,Technology Entrepreneur Center,9680,Top 10% TA,,0,,,,0,,50,,0,,
FY2024,1B1-KP-KP0-855,Technology Entrepreneur Center,9700,Next 20% TA,,0,,,,100,,0,,0,,
FY2024,1B1-KP-KP0-855,Technology Entrepreneur Center,9720,Middle 40% TA,,100,,,,0,,0,,100,,
FY2024,1B1-KP-KP0-855,Technology Entrepreneur Center,9740,Next 20% TA,,0,,,,0,,0,,0,,
FY2024,1B1-KP-KP0-855,Technology Entrepreneur Center,9760,Bottom 10% TA,,0,,,,0,,50,,0,,
FY2024,1B1-KP-KP0-855,Technology Entrepreneur Center,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KP-KP0-917,Mechanical Science & Engr,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KP-KP0-917,Mechanical Science & Engr,9520,% Sections using ICES,,47,53,51.1,44.5,80.8,78,76.8,80.9,97.9,,
FY2024,1B1-KP-KP0-917,Mechanical Science & Engr,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KP-KP0-917,Mechanical Science & Engr,9560,Top 10% Faculty,,19,18,20,6,13,4,11,5,5,,
FY2024,1B1-KP-KP0-917,Mechanical Science & Engr,9580,Next 20% Faculty,,19,20,22,22,25,19,21,20,17,,
FY2024,1B1-KP-KP0-917,Mechanical Science & Engr,9600,Middle 40% Faculty,,42,48,39,52,36,51,39,40,42,,
FY2024,1B1-KP-KP0-917,Mechanical Science & Engr,9620,Next 20% Faculty,,16,13,16,14,18,18,18,22,26,,
FY2024,1B1-KP-KP0-917,Mechanical Science & Engr,9640,Bottom 10% Faculty,,4,2,4,6,9,8,11,13,10,,
FY2024,1B1-KP-KP0-917,Mechanical Science & Engr,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KP-KP0-917,Mechanical Science & Engr,9680,Top 10% TA,,14,10,19,14,21,20,20,20,16,,
FY2024,1B1-KP-KP0-917,Mechanical Science & Engr,9700,Next 20% TA,,26,26,40,25,26,23,27,24,25,,
FY2024,1B1-KP-KP0-917,Mechanical Science & Engr,9720,Middle 40% TA,,36,51,34,39,38,43,40,41,40,,
FY2024,1B1-KP-KP0-917,Mechanical Science & Engr,9740,Next 20% TA,,20,10,5,16,13,13,11,12,16,,
FY2024,1B1-KP-KP0-917,Mechanical Science & Engr,9760,Bottom 10% TA,,4,3,2,6,2,2,1,3,3,,
FY2024,1B1-KP-KP0-917,Mechanical Science & Engr,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KP-KP0-919,Materials Science & Engr,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KP-KP0-919,Materials Science & Engr,9520,% Sections using ICES,,72.6,75.2,68.3,60.7,130.5,103.7,61.1,55.4,49,,
FY2024,1B1-KP-KP0-919,Materials Science & Engr,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KP-KP0-919,Materials Science & Engr,9560,Top 10% Faculty,,8,14,15,25,11,15,13,9,2,,
FY2024,1B1-KP-KP0-919,Materials Science & Engr,9580,Next 20% Faculty,,38,34,23,22,22,27,23,11,21,,
FY2024,1B1-KP-KP0-919,Materials Science & Engr,9600,Middle 40% Faculty,,40,34,45,25,48,39,46,44,35,,
FY2024,1B1-KP-KP0-919,Materials Science & Engr,9620,Next 20% Faculty,,10,11,13,22,14,15,13,29,33,,
FY2024,1B1-KP-KP0-919,Materials Science & Engr,9640,Bottom 10% Faculty,,4,7,4,6,5,4,4,7,9,,
FY2024,1B1-KP-KP0-919,Materials Science & Engr,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KP-KP0-919,Materials Science & Engr,9680,Top 10% TA,,5,2,14,39,24,28,29,0,14,,
FY2024,1B1-KP-KP0-919,Materials Science & Engr,9700,Next 20% TA,,38,46,37,36,36,28,21,18,14,,
FY2024,1B1-KP-KP0-919,Materials Science & Engr,9720,Middle 40% TA,,35,34,37,21,31,41,29,55,71,,
FY2024,1B1-KP-KP0-919,Materials Science & Engr,9740,Next 20% TA,,16,15,9,3,5,2,21,18,0,,
FY2024,1B1-KP-KP0-919,Materials Science & Engr,9760,Bottom 10% TA,,5,2,3,0,3,0,0,9,0,,
FY2024,1B1-KP-KP0-919,Materials Science & Engr,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KP-KP0-933,Electrical & Computer Eng,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KP-KP0-933,Electrical & Computer Eng,9520,% Sections using ICES,,56.7,50.1,45,51.8,101.2,105.3,115.2,118.1,102.6,,
FY2024,1B1-KP-KP0-933,Electrical & Computer Eng,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KP-KP0-933,Electrical & Computer Eng,9560,Top 10% Faculty,,19,16,18,2,11,6,7,8,5,,
FY2024,1B1-KP-KP0-933,Electrical & Computer Eng,9580,Next 20% Faculty,,30,35,30,22,20,26,24,21,17,,
FY2024,1B1-KP-KP0-933,Electrical & Computer Eng,9600,Middle 40% Faculty,,42,34,41,51,43,43,48,44,45,,
FY2024,1B1-KP-KP0-933,Electrical & Computer Eng,9620,Next 20% Faculty,,7,12,8,17,20,19,15,19,19,,
FY2024,1B1-KP-KP0-933,Electrical & Computer Eng,9640,Bottom 10% Faculty,,2,3,4,7,7,6,7,8,14,,
FY2024,1B1-KP-KP0-933,Electrical & Computer Eng,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KP-KP0-933,Electrical & Computer Eng,9680,Top 10% TA,,13,11,28,20,19,21,19,16,14,,
FY2024,1B1-KP-KP0-933,Electrical & Computer Eng,9700,Next 20% TA,,21,28,30,25,23,31,24,27,26,,
FY2024,1B1-KP-KP0-933,Electrical & Computer Eng,9720,Middle 40% TA,,45,48,28,36,42,35,41,44,36,,
FY2024,1B1-KP-KP0-933,Electrical & Computer Eng,9740,Next 20% TA,,14,6,11,16,13,10,13,10,17,,
FY2024,1B1-KP-KP0-933,Electrical & Computer Eng,9760,Bottom 10% TA,,8,7,4,3,3,2,3,4,7,,
FY2024,1B1-KP-KP0-933,Electrical & Computer Eng,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KP-KP0-973,"Nuclear, Plasma & Rad Eng",9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KP-KP0-973,"Nuclear, Plasma & Rad Eng",9520,% Sections using ICES,,54.2,49.3,47.5,29.5,59,60.3,66.2,58.2,71.4,,
FY2024,1B1-KP-KP0-973,"Nuclear, Plasma & Rad Eng",9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KP-KP0-973,"Nuclear, Plasma & Rad Eng",9560,Top 10% Faculty,,29,23,18,6,8,5,9,13,11,,
FY2024,1B1-KP-KP0-973,"Nuclear, Plasma & Rad Eng",9580,Next 20% Faculty,,24,11,32,22,8,16,16,15,18,,
FY2024,1B1-KP-KP0-973,"Nuclear, Plasma & Rad Eng",9600,Middle 40% Faculty,,34,49,34,17,50,39,30,33,38,,
FY2024,1B1-KP-KP0-973,"Nuclear, Plasma & Rad Eng",9620,Next 20% Faculty,,11,17,13,39,25,27,35,23,16,,
FY2024,1B1-KP-KP0-973,"Nuclear, Plasma & Rad Eng",9640,Bottom 10% Faculty,,3,0,3,17,8,14,9,15,18,,
FY2024,1B1-KP-KP0-973,"Nuclear, Plasma & Rad Eng",9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KP-KP0-973,"Nuclear, Plasma & Rad Eng",9680,Top 10% TA,,0,0,,,,,,,,,
FY2024,1B1-KP-KP0-973,"Nuclear, Plasma & Rad Eng",9700,Next 20% TA,,0,0,,,,,,,,,
FY2024,1B1-KP-KP0-973,"Nuclear, Plasma & Rad Eng",9720,Middle 40% TA,,100,0,,,,,,,,,
FY2024,1B1-KP-KP0-973,"Nuclear, Plasma & Rad Eng",9740,Next 20% TA,,0,100,,,,,,,,,
FY2024,1B1-KP-KP0-973,"Nuclear, Plasma & Rad Eng",9760,Bottom 10% TA,,0,0,,,,,,,,,
FY2024,1B1-KP-KP0-973,"Nuclear, Plasma & Rad Eng",9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KP-XXX-XXX,Grainger Engineering,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KP-XXX-XXX,Grainger Engineering,9520,% Sections using ICES,,55.9,52.6,54.4,33.6,60.5,63.3,61.1,58.5,56.9,,
FY2024,1B1-KP-XXX-XXX,Grainger Engineering,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KP-XXX-XXX,Grainger Engineering,9560,Top 10% Faculty,,16,15,14,7,12,7,10,7,6,,
FY2024,1B1-KP-XXX-XXX,Grainger Engineering,9580,Next 20% Faculty,,28,27,27,22,21,22,22,20,16,,
FY2024,1B1-KP-XXX-XXX,Grainger Engineering,9600,Middle 40% Faculty,,39,41,44,45,42,44,42,42,42,,
FY2024,1B1-KP-XXX-XXX,Grainger Engineering,9620,Next 20% Faculty,,12,13,12,18,18,20,19,21,23,,
FY2024,1B1-KP-XXX-XXX,Grainger Engineering,9640,Bottom 10% Faculty,,4,4,4,8,8,8,8,11,13,,
FY2024,1B1-KP-XXX-XXX,Grainger Engineering,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KP-XXX-XXX,Grainger Engineering,9680,Top 10% TA,,8,11,12,25,22,22,20,15,14,,
FY2024,1B1-KP-XXX-XXX,Grainger Engineering,9700,Next 20% TA,,26,25,29,27,27,27,25,23,24,,
FY2024,1B1-KP-XXX-XXX,Grainger Engineering,9720,Middle 40% TA,,42,47,47,33,35,37,38,42,39,,
FY2024,1B1-KP-XXX-XXX,Grainger Engineering,9740,Next 20% TA,,16,10,9,12,12,12,13,15,17,,
FY2024,1B1-KP-XXX-XXX,Grainger Engineering,9760,Bottom 10% TA,,7,7,3,4,3,2,3,5,5,,
FY2024,1B1-KP-XXX-XXX,Grainger Engineering,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KR-KR0-209,University of Illinois Bands,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KR-KR0-209,University of Illinois Bands,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KR-KR0-209,University of Illinois Bands,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-209,University of Illinois Bands,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-209,University of Illinois Bands,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-209,University of Illinois Bands,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-209,University of Illinois Bands,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-209,University of Illinois Bands,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-209,University of Illinois Bands,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-209,University of Illinois Bands,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-209,University of Illinois Bands,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-209,University of Illinois Bands,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-209,University of Illinois Bands,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-209,University of Illinois Bands,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-209,University of Illinois Bands,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KR-KR0-262,Krannert Center,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KR-KR0-262,Krannert Center,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KR-KR0-262,Krannert Center,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-262,Krannert Center,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-262,Krannert Center,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-262,Krannert Center,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-262,Krannert Center,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-262,Krannert Center,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-262,Krannert Center,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-262,Krannert Center,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-262,Krannert Center,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-262,Krannert Center,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-262,Krannert Center,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-262,Krannert Center,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-262,Krannert Center,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KR-KR0-447,Fine & Applied Arts Admin,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KR-KR0-447,Fine & Applied Arts Admin,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KR-KR0-447,Fine & Applied Arts Admin,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-447,Fine & Applied Arts Admin,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-447,Fine & Applied Arts Admin,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-447,Fine & Applied Arts Admin,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-447,Fine & Applied Arts Admin,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-447,Fine & Applied Arts Admin,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-447,Fine & Applied Arts Admin,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-447,Fine & Applied Arts Admin,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-447,Fine & Applied Arts Admin,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-447,Fine & Applied Arts Admin,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-447,Fine & Applied Arts Admin,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-447,Fine & Applied Arts Admin,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-447,Fine & Applied Arts Admin,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KR-KR0-481,Action Research Illinois,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KR-KR0-481,Action Research Illinois,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KR-KR0-481,Action Research Illinois,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-481,Action Research Illinois,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-481,Action Research Illinois,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-481,Action Research Illinois,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-481,Action Research Illinois,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-481,Action Research Illinois,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-481,Action Research Illinois,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-481,Action Research Illinois,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-481,Action Research Illinois,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-481,Action Research Illinois,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-481,Action Research Illinois,9740,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-481,Action Research Illinois,9760,Bottom 10% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-481,Action Research Illinois,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KR-KR0-495,Music,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KR-KR0-495,Music,9520,% Sections using ICES,,20.1,20.2,26.4,15.7,30.8,30,31.8,32.2,31.7,,
FY2024,1B1-KR-KR0-495,Music,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-495,Music,9560,Top 10% Faculty,,4,6,2,44,46,43,51,45,40,,
FY2024,1B1-KR-KR0-495,Music,9580,Next 20% Faculty,,7,13,8,26,25,25,21,27,24,,
FY2024,1B1-KR-KR0-495,Music,9600,Middle 40% Faculty,,27,27,30,20,23,22,20,20,23,,
FY2024,1B1-KR-KR0-495,Music,9620,Next 20% Faculty,,27,30,27,7,4,6,6,5,9,,
FY2024,1B1-KR-KR0-495,Music,9640,Bottom 10% Faculty,,33,24,33,3,2,4,2,3,4,,
FY2024,1B1-KR-KR0-495,Music,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-495,Music,9680,Top 10% TA,,5,5,4,38,40,41,35,32,28,,
FY2024,1B1-KR-KR0-495,Music,9700,Next 20% TA,,11,9,16,30,32,30,33,30,33,,
FY2024,1B1-KR-KR0-495,Music,9720,Middle 40% TA,,35,42,39,20,15,21,23,29,31,,
FY2024,1B1-KR-KR0-495,Music,9740,Next 20% TA,,26,24,25,4,9,6,7,5,8,,
FY2024,1B1-KR-KR0-495,Music,9760,Bottom 10% TA,,23,20,18,7,4,2,2,3,1,,
FY2024,1B1-KR-KR0-495,Music,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KR-KR0-526,Art and Design,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KR-KR0-526,Art and Design,9520,% Sections using ICES,,68.3,75.7,64.4,47.4,90.6,87.5,81.4,80.8,81,,
FY2024,1B1-KR-KR0-526,Art and Design,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-526,Art and Design,9560,Top 10% Faculty,,6,8,10,16,17,19,14,20,10,,
FY2024,1B1-KR-KR0-526,Art and Design,9580,Next 20% Faculty,,21,23,17,22,26,23,31,21,23,,
FY2024,1B1-KR-KR0-526,Art and Design,9600,Middle 40% Faculty,,36,42,35,39,37,40,35,37,43,,
FY2024,1B1-KR-KR0-526,Art and Design,9620,Next 20% Faculty,,25,17,25,17,17,13,13,12,17,,
FY2024,1B1-KR-KR0-526,Art and Design,9640,Bottom 10% Faculty,,13,10,13,7,3,4,8,9,7,,
FY2024,1B1-KR-KR0-526,Art and Design,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-526,Art and Design,9680,Top 10% TA,,12,3,11,15,24,15,25,27,28,,
FY2024,1B1-KR-KR0-526,Art and Design,9700,Next 20% TA,,22,9,27,41,29,29,37,34,23,,
FY2024,1B1-KR-KR0-526,Art and Design,9720,Middle 40% TA,,31,53,32,24,35,35,26,29,36,,
FY2024,1B1-KR-KR0-526,Art and Design,9740,Next 20% TA,,21,22,22,18,10,17,9,5,6,,
FY2024,1B1-KR-KR0-526,Art and Design,9760,Bottom 10% TA,,14,13,8,3,2,5,3,5,7,,
FY2024,1B1-KR-KR0-526,Art and Design,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KR-KR0-569,Landscape Architecture,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KR-KR0-569,Landscape Architecture,9520,% Sections using ICES,,58.2,58.3,48.1,45.8,2.4,44.2,100,85.1,88.4,,
FY2024,1B1-KR-KR0-569,Landscape Architecture,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-569,Landscape Architecture,9560,Top 10% Faculty,,13,13,16,40,0,0,29,15,17,,
FY2024,1B1-KR-KR0-569,Landscape Architecture,9580,Next 20% Faculty,,22,26,13,13,0,71,32,41,31,,
FY2024,1B1-KR-KR0-569,Landscape Architecture,9600,Middle 40% Faculty,,25,19,35,27,0,21,29,26,22,,
FY2024,1B1-KR-KR0-569,Landscape Architecture,9620,Next 20% Faculty,,34,32,26,13,100,0,8,15,31,,
FY2024,1B1-KR-KR0-569,Landscape Architecture,9640,Bottom 10% Faculty,,6,10,10,7,0,7,3,3,0,,
FY2024,1B1-KR-KR0-569,Landscape Architecture,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-569,Landscape Architecture,9680,Top 10% TA,,29,33,33,0,,20,6,0,0,,
FY2024,1B1-KR-KR0-569,Landscape Architecture,9700,Next 20% TA,,7,17,17,29,,40,25,50,0,,
FY2024,1B1-KR-KR0-569,Landscape Architecture,9720,Middle 40% TA,,43,22,50,29,,20,44,50,50,,
FY2024,1B1-KR-KR0-569,Landscape Architecture,9740,Next 20% TA,,21,17,0,0,,20,25,0,50,,
FY2024,1B1-KR-KR0-569,Landscape Architecture,9760,Bottom 10% TA,,0,11,0,43,,0,0,0,0,,
FY2024,1B1-KR-KR0-569,Landscape Architecture,9770,ICES % Top rated (4 or 5),,,,,,,,,,,,
FY2024,1B1-KR-KR0-607,Krannert Art Museum,9500,ICES Teaching Evaluations,,,,,,,,,,,,
FY2024,1B1-KR-KR0-607,Krannert Art Museum,9520,% Sections using ICES,,,,,,,,,,,,
FY2024,1B1-KR-KR0-607,Krannert Art Museum,9540,Faculty ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-607,Krannert Art Museum,9560,Top 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-607,Krannert Art Museum,9580,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-607,Krannert Art Museum,9600,Middle 40% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-607,Krannert Art Museum,9620,Next 20% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-607,Krannert Art Museum,9640,Bottom 10% Faculty,,,,,,,,,,,,
FY2024,1B1-KR-KR0-607,Krannert Art Museum,9660,TA ICES ratings,,,,,,,,,,,,
FY2024,1B1-KR-KR0-607,Krannert Art Museum,9680,Top 10% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-607,Krannert Art Museum,9700,Next 20% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-607,Krannert Art Museum,9720,Middle 40% TA,,,,,,,,,,,,
FY2024,1B1-KR-KR0-607,Krannert Art Museum,9740,Next 20% TA,,,,,,,,,,,,
